doc_id,text,human_labelled
563,"Thoughts of doing door to door sales, it isn't a specific memory just good or bad times during my job that are triggered by events in my day to day life.",0
564,"After witnessing a scene of a car accident that involved close family, the scene of the accident will occasionally pop into my mind. Sometimes when driving, the accident occasionally pops into my mind. Sometimes when seeing the family members that were involved in the accident, I am reminded of the scene of the accident without intentionally thinking about it.",0
565,"It was a very brief and foggy memory of something I learned in Grade 12 calculus. I don't remember exactly what it was but I know it was a formula of sorts. It suddenly popped into my head and stayed there maintaining fogginess for quite some time, irritating me because I couldn't remember exactly what is was that I learned in calculus.",0
566,I really don't remember the memory,1
567,Typically they are about embarrassing or distressing or significantly emotional moments,0
568,A couple of my friends had gathered to camp out at one of their backyards because we had failed to book a campsite in a timely manner. We were all drunk except for me and another friend of mine. There was a lit bonfire. My other sober friend and I were therefore watching the fire for most of the day.,0
569,Doing specific things with my friends.  - Meeting with a new friend.  - Going to specific places with my friends.,0
570,"The event that I was reminded of was similar to the one I had touched upon in the previous questions. It involved when I used to dance for 7 years and my best friends at the time whom I, unfortunately, no longer have contact with.",0
571,At the moment I can't think of any as I m very tired,1
572,"Sitting in the lab with my school-friends, administering a test",0
573,"I was playing soccer with my father and one of his students, and they decided to tease me by kicking the ball over me (I was 11 at the time). I got very frustrated and started chasing them, and I eventually hit my father in the arm. He managed to block my punch with his elbow, which later resulted in my dislocating my ring finger on my right hand. We only realized this a few hours later and drove an hour to the hospital to get it x-rayed and fixed.",0
574,"I know it has happened recently, but as of in this instant of taking this survey I cannot recall it.",1
575,I was with a friend I was interested in and I always have flashbacks about what I said and how I could have said it differently.,0
576,"I had a recollection of events from my last relationship with my ex-boyfriend. From places we been, things we did, and how we broke up. Randomly pops up from time to time when I see things that relates and reminds me of that relationship.",0
577,Walking outdoors to a class in another building with two friends.  It is sunny outside and my friend is laughing.  I feel somewhat excluded in the group of 3.,0
578,"I always recall the night of prom. The many memories that happened throughout the night. Taking photos with friends, being announced prom king and prom queen, saying goodbye to teachers, getting on and off the party bus, etc. It was a great end to my four years in high school.",0
579,"mostly about what happened in my childhood, some are happy moments some are not, but mostly happy moments",0
580,"When I was a child, my cat gave births. My cousin took the puppy from the house and took it near the mother cat and was bitten. I was scared at the time, then my grandfather took my cousin to the hospital for an injection.",0
581,An old friend from high school. drifting apart. thinking of what could have been.,0
582,It was stage in my life that I shared with another person. I think about how things were then and how the person is now. I think about how I felt then. I think about why things have changed.,0
583,"If I were to prepare for a test or an assignment, I often recall past memories of failures or successes. This leads to either strong motivation to continue to study or, less often, extreme stress and worrying.",0
584,Playing on the playground as a kid and falling off a slide.,0
585,i was in a specific location that reminded me of something that happened about a year ago. the event popped into my head even though i wasn't specifically focused on it or trying to remember it,0
586,I always thinking about a time accompanied by my family. We were taking a series of family photos. Everyone discussed our posts and facial expression.,0
587,"Me , looking out the door of my grandmothers spare bedroom and seeing my grandmother get my grandfather food on a table tray and a blue plaid blanket.",0
588,i would be doing an activity that somehow reminds of something in the past and that memory comes up.,0
589,An event that happened one night last year with a close friend.,0
590,The first day of attending rugby training camp has come into my mind by itself quite recently.,0
591,I had a dream about eating sweet dumplings when sleeping in my grandmother's house. After I woke up my grandma told me that I must have been hungry and gave me something to eat.,0
592,The memory of going to school in high school and everything that happens along the way when a particular song i used to listen to everyday comes on.,0
593,My experiences in high school and how it was a positive and negative experience. Like the challenges I have had with being confident in meeting new people and being myself. Bringing back the lessons I have learned from then and seeing how it reflects university life.,0
594,"It was an unsettling feeling, occurring at the most random time. There were no sensory or other reminders of the event, yet the recollection still managed to pop into my mind.",0
595,"me and my family travelling to Australia for a vacation. i remembered the flights, the movies i watched and the homework i did on the flight",0
596,It was more the memory of a certain time period in my life with several significant features. I remember things like being with my boyfriend in my basement and interacting with people at my job.,0
597,A recurring dream that I have been having since I was six is always on my mind and I am constantly trying to decode the meaning of the dream through the environment around me.,1
598,"It is always in the form of a dream. Recently it came back towards a family event, and it suddenly felt as if I had lived the memory twice. It is very confusing, and I am often left feeling very out of space suddenly.",0
599,"It was just a casual meeting with my friends and for a few seconds everything that happened was already known to me, it had somehow happened before somewhere",0
600,Discussing the changing perception of time with a friend of mine in the 6th grade. We were trying to decide why it seems that time passes more quickly than it did in the past. My friend claimed it was caused by the larger number of memories now stored in the brain.,0
601,Stress of choosing a university,0
602,"My friend and I are sitting in a restaurant. Something happens in the restaurant and it feels like I have experienced that exact event before, hearing the same words and seeing the same people do the same things. It feels like I can predict what's going to happen next, so naturally the following sequence of others' actions and words appear in my head and it occurs in real life.",0
603,It was a funny moment with friends where I took active participation.,0
604,I can't remember it clearly.,1
605,"listening to a certain song with people who i used to be very close with. Wondering how they were influenced by the song and picturing them reacting to the music based on how i am influenced by the song. Also, imagining their image at the time.",0
606,"There are multiple memories that all come and go at different times, sometimes but not always all at once. It's a little hard to explain, but the memories are moments of a specific person I fell in love with. It was unrequited love though, and yet we were friends, even today. Its just sometimes hard to forget certain moments, especially if that person meant a lot to you. You can move on and still love someone, but those memories are recollections of moments with that person, positive and negative.",0
607,"When I was little, I often jump around the house.  One time, I was standing on a very high chair and I somehow thought that it would be a good idea to jump down. I ended up hitting my nose and had a nose bleed.",0
608,"I am at the guy that I liked's house. I see him put the password into his iPod, check it, lock it back, then walk away. For some reason I reach for his iPod, and proceed to put in the password. However, it was wrong and he catches me with his iPod in my hands.",0
609,"Walking to entrance of the quarry with my friends, during a very nice summer day",0
610,Upsetting experiences from the past. Some objects remind me of times when I had a hard time adjusting to a new environment.,0
611,"The day of my graduation was a very emotional day, it was the day that I came to the realization that I will soon be moving out and will have to leave my family to begin my undergrad.",0
612,Going to this one restaurant with a childhood friend during lunch almost everyday,0
613,"The memory involves a recollection of similar experiences in previous school terms such as walking down certain paths, similar weather, scenery (e.g. the clouds and the sky) or listening to the same music.",0
614,The recurrent memories are from when me and this person used to be close. I randomly remember things we did and stuff we used to talk about. I guess this could mean I miss them.,0
615,"It was a memory of my ex-grilfriend, early in our relationship. Memories of specific events that occurred at the beginning of the relationship. This dates back to early 2017.",0
616,"the memory was from my childhood but only a particular detail that would come ""in front of my eyes"" reoccurring",0
617,"I had a detached retina earlier this year and my memory often replays what I saw when it first detached; a black hole in my sight. I see myself sitting in the room, and then it replays what I saw when it happened, then the black hole appears in my memory.",0
618,"Being on a roof with my at the time boyfriend at sunset, talking about life in general and his feelings. He gave me a promise ring and we brought up blankets and food to the roof. This was the second last time I saw him before he committed suicide.",0
619,"A lot of past memories pop up in my mind so it's difficult to describe all of them. If there's something small to connect it with the memory, then the memory always pops up. The memories aren't perfect and are rather short.",1
620,Talking with my friend in her room. She was sitting on her bed and I was leaning on her roommate's desk.,0
621,"if my decision on something was a good one and if it would have been a better, easier life if I decided on something else",0
622,One song played on the radio over and over again when driving to the hospital at 7:30 AM every weekday during Grade 9. The snow on the ground and trees. The cold breeze outside the car and the warm seat heater under my thighs. Silent companionship between my mother and I.,0
623,"In one of the very first few grade one Chinese class, we were asked to make words based on the characters we just learned. I raised my hand to say a word. Then my teacher said, ""Didn't we just said that plane (""Ji"" in Chinese) is not the same as the ""Ji"" in chicken soup (""Ji tang"")?"" and the whole class started laughing. I said ""Ji cang"" meaning air plane cabin, but my teacher heard me wrong and made fun of me. I was deeply embarrassed and was never a fan of answering questions in the class since then.",0
624,Cannot remember.,1
625,"Small scattered childhood memories of my dad - he left when I was little, but the relationship is still okay",0
626,"How did i perform in my classes and why cannot do things and say things in a totally different ways. For example, I could learn more and tried my best effort to get know about some things. However, I did not.",1
627,The day my old friend went to another country to study by air. Some days we play together and even some argues between us.,0
628,"I cannot say most of Japanese words, but I do really like to listen to Japanese songs especially a song called 光るなら. When I am free, I would like to listen to it. After listening over one hundred times, I can almost sing the whole song even though I still do not know the lyric.",1
629,"The memory is when I was was young, maybe 4 years old. My siblings and  I were playing in the backyard on our toy car and making obstacle courses.",0
630,Relationship with a previous partner. Visiting his family. Spending time together. Overall unhealthy relationship.,0
631,not sure,1
632,Slightly foggy but accurate,1
633,I can't remember specifically but it's usually something that happens in my early childhood.,0
634,i miss it,1
635,"I remember what I did and the surroundings when it happened. I only can recall a little of it but it's clear in vision. Significantly, I wonder myself why I did it and tried to connect that event to the present reality.",0
636,"I don't really remember, it kind of happens in the moment and then I move on and forget about it again.",1
637,"Going somewhere, I often find myself thinking of the last time I was there.",0
638,in the simplest form - dejavu,1
639,"My friend and I were chastised for sitting on a chair by the person selling it. Next, he tried to convince us to buy the chair and wanted us to try sitting on it on his terms. It was awkward.",0
640,"I was at an outdoor climbing park (ropes, obstacles that you climb in the air). I remember most when I first fell, suspended by the ropes, and my climb back up. I remembered the memory as if I was looking from a bird's eye view.",0
641,I am not sure what you are asking.,1
642,"Sometimes without thinking memories of my former girlfriend show up in my mind of us hanging out. Depending on my mood it can be somewhat bothersome, but it usually just comes back because it is triggered by something I'm doing alone that we did together before.",0
643,"Some what recently got out of a long term relationship so some of those memories come up subconsciously. This happens when doing some activity that reminds me of the past (i.e. certain places, songs, moods, etc).",0
644,It is like deja vu I will resee the event and feel that deja vu feeling. I had this feeling when filling out the survey. Sometimes while talking to people or doing things but most recently filling out one of the surveys.,1
645,"Memory is fuzzy, I know something has happened but I can't always recall specifics and I feel emotional/volatile over what has happened.",0
646,My frequent recollection is about someone I used to talk to. The memory is of us talking in a park about our relationship and realizing that we were not making each other happy.,0
647,my memory recovered important events about my personal experience of coming to Canada. -It was about the feelings that I found when I left my country. -These memories disturb my concentration at any time.,0
648,The memory is about when I was not sleeping at all for several days when I was very young. I thought I was about to die.,0
649,"Usually it will be a memory of a specific conversation, focusing on a specific thing I said or that was said to me.",0
650,memories with different friends that i guess im feeling nostalgic about will pop into my mind,0
651,"it's usually triggered by something, reminds me of childhood nothing specific comes to mind  examples: I made cards for my coworkers at the end of my work term, with the other co-ops; it reminded me of making paper and doing origami as a kid Or rotisserie chicken reminds me of a time when there was a board game night and my friends bought rotisserie chicken for dinner",0
652,"I was with my grandmother in a big, vulgar vegetables store. All I remember is pulling a cart and following her around and helping her pick the best vegetables and fruits. I also remember seeing destroyed fake grass that was all over the place in the outdoors store. The last time this memory popped into my head was this morning.",0
653,The event is from elementary school and how everyone were eating lunch in our individual desks and going to recess right after,0
654,it was 5 years ago. in a class room. related to a specific joke that was said,0
655,"I walk into my grandfather's hospital room with the rest of my family. We're all just chatting, then my grandfather tells a joke to the other tenant of that room. It was unexpected, and everyone laughs.",0
656,"Being home as a child (before high school). Mostly typical routines like dinner with family, watching tv etc. Pleasant aspects of it, for example playing outside during summer.",0
657,"Watching movies, hanging out and catching up with friends",0
658,Me as a little girl being carried up the stairs by my dad,0
659,There has not been any. My memories are totally fine. And I can't find a recollection of anything .,1
660,"I remembered the first time my little sister crawled, it came into my mind the image of her rocking back and forth on my mom's bed and then she just started crawling and my mom and I hugged and gave my sister kisses and were so excited.",0
661,"a recent memory of a class In high school take by me and my best friend. then walking to class and meeting up with my other friends for lunch, and then talking about a few people that were in our class. the memory of the entire conversation came back to me.",0
662,Remembering things from my childhood,0
663,having to hang out with my boyfriends and friends. We had a lot of fun,0
664,This memory is just of laying in bed with my boyfriend. Relaxing and enjoying time together even if we aren't talking but just enjoying each others company in the morning with no worries or plans for the day.,0
665,Traveling to France with my mother and brother. Certain details or events from the trip come back to me every once in a while.,0
666,"The event here is a family trip to Disneyland a couple years back. The amount of happiness we experienced there, the thrill of exploring something new, sticking to plans as a family, spending quality time together etc keeps the memory fresh in my head :')",0
667,"When I was young my mother used to hug me for a long time, perhaps one or two minutes. She would do so before bed or if I was upset about something or if I hadn't seen her for an extended period of time. When she hugged me for these prolonged periods we used to say ""HUG FOREVER!"" to each other.",0
668,"Cuddling on the couch with my ex-. Hearing his breathing, feeling his body heat and falling asleep.",0
669,Going to an amusement park when I was younger,0
670,Some times will be as simple as hearing something and having someone who mattered to me pop into my head from a time that they said the same thing. other times its returning to a specific place and a memory of someone who mattered to me comes back to my head everytime I go to that place.,0
671,"I was in a dark room with my friend, comforting him. He grabbed my hand and held onto it for an extended period. I remember feeling happy, calm and relaxed.",0
672,"It was a night when I was drinking at my friend's place with three other friends. We were watching some shows and chatting - we had a great time. My friend was tired and a bit tipsy, so he ended up falling asleep on my shoulder - I happen to like this friend of mine.",0
673,The first year that my best friend at the time and I went to our kung fu school's annual halloween party (we were about 7-8 years old). I was dressed as a vampire and my friend was a flower. The moment I remembered was when my friend got her face painted at the party and then we posed for her mom to take our photo.,0
674,theme songs from children's tv shows from watching them as a child with my sister,0
675,After the death of my beloved grand mother I often times find myself having recollection of the time we spent together in my childhood,0
676,A memory of when I was in elementary school with a friend I have not seen or remembered in a long time that randomly i did that moment.,0
677,My first date with my girlfriend. Where we were and what we were doing. What we were wearing. What we ate.,0
678,"Myself at my fifth birthday party, sleeping in a fort with my cousin and my friend on a couch.",0
679,when i met my dog for the first time i remember i almost cried because he was so small and tiny. i held him for the first time and my heart filled with joy and warmth. he was snuggling up against me.,0
680,My dad was watching me play with my toys in the basement. He took a nap and i remember feeling lonely. I woke him up by hitting him and he was upset but didn't get mad at me.,0
681,"this was a very happy exciting experience when I did not let other things keep me distracted. I had some insightful, exciting, fun,exhausting scary, unforgettable times. I was also able to determine who where some truly strong, good friends of mine as well as those who were not. This has insprired me and kept me focused on what will be my next adventure.",0
682,"I remember these old, unique toys that my Grandma and Grandpa kept in their house that myself and other cousins use to play with.",0
683,the day I met my boyfriend.,0
684,being in my country and spending time with my girlfriend,0
685,"I frequently picture a specific room, the basement living room, in the family cottage my grandparents had as a child.  I have not been to the cottage in 5 years.  In specific, i picture the whole room but my memory always focuses on the carpet.  I do not remember anything specific happening in the room, but I know I always loved the family time that happened there.",0
686,Remembering Back in high school when my friends and I went on a road trip. We left the city and just decided to just head to Niagara falls and see what we could find to do down there.,0
687,Finishing my exams and being able to relax,0
688,"My grandson, who is now adopted into another family, laughing with me and throwing himself backwards for me to catch him.  He is about 15 months in this memory, and beautiful.",0
689,me hanging out with friends in high school at a particular event,0
690,"I have a few, one is watching my grandmother watch a tv show. Another is watching my dog run through my yard. Both are just short clips.",0
691,"The memory of first meeting my boyfriend. So, the party we went to, the night at the bar, getting burritos afterwards, and walking home.",0
692,"Spending time with an old friend I don't talk to anymore, at their apartment",0
693,Nights out in the city with friends  (I chose this one over more explicit ones),0
694,"My first game as a varsity athlete. It was very memorable because it was a goal I desired to reach for a long time, and it was memorable for the fact that I reached one of my long term goals.",0
695,"The memory is of happy times with family and friends. They are vivid memories of experiences of vacations, and first-time experiences. They are provoked when I am not thinking much or when I am with the people in the recollections",0
696,My mom and step- dad's wedding 9 years ago.  It was beautiful sunny day and everyone was happy.  I remember wearing a pretty flowery dress and dancing the night away with my siblings and cousins.  This memory came back to me after their anniversary this year and looking through old photos and seeing how much love there was in the room.,0
697,I remember when I go home for winter break and my mom makes christmas cookies. I enjoy thinking of home.,0
698,I was playing at my cottage with my sisters and cousin. When we were playing I fell off the monkey bars and went unconscious. When I woke up my family was there helping me. We later went to the hospital and i found out that i broke my wrist.,0
699,Being at a concert with my cousin and really enjoying myself.,0
700,"I remember the days of when I was a ski racer. I remember the long hours spent on the mountain. I remember the hard work and effort put into my every action. I remember the people I met along the way who supported me, and the few who were against me. I remember the thrill, the excitement, the happiness that it brought into my life.",0
701,It was a family gathering event. The conversations happened during the event would pop into my mind occasionally.,0
702,"My memory of spending time with my family. The memory includes a road trip, so every now and then memories will pop up from that road trip.",0
703,"As I come back to university, I usually start listening to the same playlists as I walk to class. For example Taylor swift's 2nd last album was released when I was in first year. As I listen to that I retrieve many memories from first year",0
704,It was a memory of me spending time with my friends in the past on campus. The same friends have already graduated.,0
705,Memory of around first year with a friend in another city. We did a hangout for the first time in years to catch up. They pop up in my head every now and then at random times.,0
706,Just about certain nostalgic memories,0
707,"I'm having trouble recalling a specific memory right now, but I know that I often randomly recall old memories.",0
708,(1) Living in residence in first-year (2) getting coffee at my favourite coffee shop in New York last summer,0
709,a persons words keep coming back to me,0
710,It is typically memories about my most recent work term experience out of country. They occur somewhat randomly (perhaps more when I am bored or less mentally stimulated) but are often quite vivid.,0
711,"I was just thinking about a close friend of mine that I don't talk to anymore. I always think about her saying I should go back to school, and recollections of her saying I was smart, or like wanting to dress up more and things like that.",0
712,"Different evnts remind me of my son's wedding.  I think about the family that was there, dancing with him, walking him down the aisle and how grateful I am for him and for his wife.",0
713,really passionate sex with a person I used to be romantically involved with,0
714,"Waking up to breakfast being made for me. The plate consisted of scrambled eggs, avocado and salsa. I remember eating it in bed while the cook sat on the edge of the bed and being happy.",0
715,"Frequent recollection that popped into my mind by itself was about spending my time at my grandma's place as a child. I would just remember the times where I would play outdoor games with my cousins, a time where I am carefree. Also, this event of my life occurred when I was still living in the Philippines.",0
716,"Usually it is of my past public school or high school. Just thoughts of the building and my friends and things like that. Most of the time in a positive manner, like the good times we had there.",0
717,"Feeling human comfort in the form of ""my person"" knowing they are always there. Feeling uncomfortable that that is no longer the case. Resulting in neutral feelings toward current undesirable feelings for positive outlook to the future.",0
718,"I frequently recall certain moments that I associate with feelings and emotions. The most common memory presents itself from my years as a competitive dancer, and the feeling I used to/ still get when I ""let loose"" and simply experience music or movement. I mostly see myself on a stage or in a studio doing floorwork or stretching. Both scenarios are equally common in my recollections.",0
719,"vacation in cuba, dancing with entertainers. Also hanging with boyfriend, chilling together.",0
720,"My cousin and I were watching a movie and I paused it to go get some popcorn. Little did I know that the freeze-frame looked ridiculous, so we spent the next 10 minutes laughing at it.",0
721,The memory of me and my friends went on the trip during summer when we were in primary school often comes to my mind. We were taking a train trip to another city and we played games on the way.,0
722,I passed by a location where my friends and I went to dinner after our last exam and was reminded about first year of university and our memories together at dinner.,0
723,Me and my ex-boyfriend from 2 years ago would build blanket and pillow forts. We would talk the whole night and play video games.,0
724,"my family and I spent Christmas at my grandparents house when I was younger. Every now and then I randomly have an image of my brother, sister and I waking up early to eat fresh muffins and play on the xbox.",0
725,fun memories from summer,0
726,Recently I just remembered my first exam from last year and how I felt very sick during it and could not perform well,0
727,my dad teaching me to skate on the rink he built in the backyard,0
728,Being with someone I care about a lot,0
729,"This summer I worked at a campground and there is a celebration where a lot of trailers come. I had many recollections of when I was younger, going to the celebration since I have not been there in a long time. The recollections were specifically walking around the campground with my grandparents and seeing the attractions.",0
730,"The memories are good memories but after that, I remember the bad things that have happened too. These memories were from the past year. These memories have taught me a lot as a person.",0
731,Memories of exes will pop up when i see something that reminds me of them.,0
732,"The most frequent recollection that has recurrently popped into my mind by itself within the most recent year is that of how I was on the beach while vacationing in Turkey this past summer. This vacation with my family was possibly the best yet, and whenever I recall it unconsciously my mind brings the beach to mind first, where my family and I simply sat around enjoying the sunset.",0
733,"friends at work and us joking around, having fun",0
734,"The memory is a positive one, a relationship. When this memory is recalled positive emotions entail.",0
735,The memory took place a few years ago around my neighborhood during the Winter. Me and a close friend were walking back to my house as it was snowing heavily. We were cold but quite happy to be in each other's company. We stopped under a street light to hug.,0
736,"Moving into university last year and meeting my roommates. Also, going to class for the first time. Looking for houses to live in for this year.",0
737,Remembering a fair i went to previously with the same rides and similar set up,0
738,"Camping with my family at Mikisew provincial Park. It was such a beautiful couple of days and my cousins and I had so much fun. We really made the most of our time there. We woke up very early to go fishing, then canoeing, kayaking, hiking, and having campfires. we also spent a lot of time together as a big family and It was so much fun",0
739,"memory of being with a friend and spending time with them. Also, a memory of visiting family.",0
740,"Being in Europe visiting my family, 3 years ago. At the time, my sister was pregnant and gave birth to my niece. Moments from that summer that focus on the pregnancy recur.",0
741,"a childhood interaction with my sister, before my youngest sister was born. I can't remember exactly what it was at this time.  These spontaneous recollections are hard to recall once there's been quite a while since they've happened.",0
742,Being with friends.,0
743,orientation week during first year university,0
744,"- series of memories related to one person who I care about and have not been able to see in a long time - combination of memories in which I regret because I didn't say what I was feeling (and wish I had), as well as pleasant memories, and embarrassing memories with this person",0
745,"my first sexual encounter with my current boyfriend. I remember where it was, when it happened and how nervous I was feeling due to my inexperience",0
746,My grandpa passed away last year and it was very difficult for me to handle. I constantly felt like he kept popping back into my mind and teasing me. It was hard to constantly think of him.,0
747,me and my elementary school friends in our home town usually in my childhood home running up the stairs,0
748,"Mostly just being romantic with someone, whom I dated for a month. Today marks one year since we started dating. Therefore I seem to be thinking about him quite a lot lately and our times together.",0
749,"I was at home and the lights went out. I later found out it was due to a blown fuse. The lights going out, reminded me of when I was young and my mother used to tell us ghost stories every time the lights went out.",0
750,"I frequently have very comforting memories of rocking my baby brother to sleep or watching him sleep in his crib, I remember certain sounds he made when he slept and how he had his arms positioned etc.",0
751,"I often recount past social interactions with people. I have many recurrent memories. The most frequent being playing with my sister as a child. We shared a room with bunkbeds and we played with beanie babies a lot. We would have weddings, and plays, etc",0
752,"childhood in school, specifically around 3-5 and the feeling of starting a new school year",0
753,n/a,1
754,"First year, living on campus residence. Studying and meeting new people.",0
755,was walking and thoought of a joke that was made,0
756,Going to a cottage with my friends this summer. It was the first overnight trip that my group of friends and I have done together. It was a lot of fun and I would consider it one of the highlights of my summer.,0
757,A memory of when I got asked on a date.,0
758,Going to public school. Meeting my best friend,0
759,Its normally something that makes me feel sad or anxious.,0
760,I have memories about elementary school recess that keep popping up into my head. I moved from that area a while ago and I think it's because I miss it.,0
761,Playing cards in a place that I used to live in with friends I rarely talk to anymore.,0
762,The most recent recollection that recurred to me was when I was doing something similar to what I had done in the memory.,0
763,"I am at my cottage and my entire family is sitting on the beach. My cousins and brothers are playing in the water. My parents and aunts and uncles are sitting talking on the balcony, and I am sitting on the dock watching the water.",0
764,"The most frequent event involves an occasion seeing someone that I have not seen since, and won't see for a long time. In it I recall what we were doing and how happy I was.",0
765,Walking down the street in front of my childhood friend's home. It was a street I often traveled walking to their house. I remembered walking there one evening in the fall after getting off of public transit following school. The sun was beginning to set.,0
766,The memory that frequently comes up is a memory with my boyfriend when we went out for his birthday on a hike. I think about how we both had a good time and the area was very pretty.,0
767,Ran into an old friend. Had brief conversation. Recalled prior conversation from years ago. Made joke referencing prior conversation. Friend caught the reference... miraculously.,0
768,"I remember the events that occurred in high detail, as well as the weather, and my emotions at the time.",0
769,"dinner at my sisters house, and watching my son try to eat before his was totally physically able to. I still see his food dropping on the chair and how kind everyone was to him and congratulating him for trying so hard.",0
770,Various parts of a day spent outside with a friend who was in town for a day.,0
771,"Just yesterday evening, I remembered how much I disliked being pushed in a stroller as a child, and how I preferred to be carried by my mother. I remembered the security I felt in my mother's arms and even yearned to be picked up again despite being 18 years old.",0
772,a goal i scored in my soccer game. probably the best goal of my entire career,0
773,Memory of my time in California and the people I spent time with. Mostly romantic relations and what I may have missed out on.,0
774,Interacting with another person. Warm feelings. Scent of nature and the sounds of the night.,0
775,I have had no such encounter with my memories.,1
776,A memory of an old friend and what we used to do together.,0
777,"The memory is from the time of my sister's wedding. I recall being very happy at the time and the fact that there was a certain someone who was taking candid pictures of me made me feel special. Just to clarify, this special someone was not the professional photographer, rather a family friend who I had somewhat become friends with.",0
778,"I remembered the first time I met my good friend. We were sitting next to each other in our ninth grade science class, and she was doodling away as the teacher was speaking. We started talking after I got distracted and asked her why she was doing that.",0
779,usually an interaction with someone. like the first time I met them or just a unique experience with someone I don't usually spend time with,0
780,The early stages of my relationship with my boyfriend often pop into mind. It is nice to think about how new every feeling and experience was with him. It is also nice looking back at how much we've grown together. One particular event that comes to mind frequently is when he walked out of his way to walk me home on the night that we first met.,0
781,"I often remember going to the hospital to visit my mother who had just given birth to my little sister. I remember putting on my favourite clothes and the car ride to the hospital that felt like forever. As well as, seeing my mother in the hospital bed with my new born sister in her arms.",0
782,It was memory of my friends and I during our senior year in high school. During our lunch hours we would all get together and try different places to eat.,0
783,its easier for me to remember information than to just memorise 3-5 sentences,1
784,It made me feel good. I enjoy memories. Nostalgia is cool.,0
785,"I was walking outside after it had just rained and I immediately thought about when I was in kindergarten and loved the smell of rain when I walked outside. The image was vivid and I could perfectly see the street I grew up on perfectly. More so, I could feel the same feeling I felt back then as well.",0
786,"In the past year I recollected a memory in which I was approximately 7 years old. It was a memory of me in a class in elementary school during a creative writing session. A few of my friends really enjoyed the story I came up with and mentioned it to the rest of the class, leading to me reading the story to the class who all also enjoyed it.",0
787,The memory of the event is probably triggered by itself when I am in a happy mood outdoors or by certain songs. The recollection of the event every time the memory comes back. The recollection is mostly based on a feeling.,0
788,my boyfriend and i having great times together. doing various things and just having a lot of fun together,0
789,Playing the piano as a child and my teacher praising me for doing well.,0
790,"The most recent recollection that has recurrently popped into my mind, is going to the park with my grandmother. This is due to me seeing her every weekend and making sure I have time to go out of my daily activities and visit her. Also passing the park by my house always makes me remember this specific memory.",0
791,swimming with me friend on vacation in grade 11,0
792,I was in my uncle's cottage when I was around 9 years old. I was watching the TV. I walked into the main room to eat dinner at the table.,0
793,"Something happened, and then every bit that memory would randomly pop up. It wasn't a bad experience, but it just kept popping ip.",0
794,"One memory that I recollect recurrently is fishing with my family. We fish annually during the salmon migration, and thus my memory is constantly being refreshed with events of us fishing. As a result, it is easy for such memories to naturally reoccur.",0
795,Memory of family vacation. All of my family was together and we were very happy. We ate very good food and loved the scenery.,0
796,Stupid stuff that I had done at my cottage as a child,0
797,I am in the living room of my old house and I am dancing in the living room with my dad. He goes to spin me around and I am trying to replicate a dance move that I saw on tv and I fall and skin my knee against the side of the brick fire place.,0
798,a situation that made me happy,0
799,"i was supposed to come to waterloo in 2017, but couldn't do so because of one grade; my best friend and I had flight in the same day. He left. I didn't. He doesn't talk much, so almost barely any contact happened in the months that followed. I started grinding the books again and the other students in my batch moved on. I started doing courses with junior students. Then all of a sudden, after i came home from an exam i see my best friend lying on my bed. He gave a surprise visit after not talking properly for 4 months. That was the fuel for me that got me landed in uw. This entire series come to me as one piece of memory",0
800,I was four years old and living in California with my family. I was playing on my playground in my backyard with my two siblings and my parents.,0
801,the memory is of me from when i was about 10. it was during the summer time and located at the beach,0
802,High school trip to Europe,0
803,"The most frequent recollection that has recurrently popped into my mind was when me and my family went on a cruise. I specifically recall when all my cousins and I were sitting at a table and talking about how we felt about abortion and all these other controversial issues. I remember where everyone was sitting and how I felt so close to my family at that point,",0
804,This summer I have travelled to Europe with my best friend. On this trip we had many ups and downs beginning with missing our trains and ending with drinking coffee every morning on our balcony.,0
805,Grandfather's room when I was younger. He was watching television. I was sitting next to him. We were watching How It's Made,0
806,"It was about my old home in Scotland. I was there with my grandmother, We were watching Top Gear.",0
807,"Living at home with my family. Doing things with them, eating with them, not having to do my own laundry, etc. Playing with my sibling, laughing with my mom, making jokes with my dad, etc.",0
808,being back home with my family,0
809,I spent a day going to a different city so I could meet a friend and spend time with her because I am attracted to her,0
810,Going on a trip across Canada where we went to multiple hotels and cities within a short time.,0
811,I was browsing the internet one day and all of a sudden a random song that I used to like from many years ago popped into my head. The chorus of the song randomly popped up in my head and I had to search it up on Youtube and listen too it. I've had similar encounters many times and they're very much appreciated.,0
812,very specific memory of fishing at camp while it was raining as a child,0
813,"Went to a music festival called boots and hearts. I remember being in the hot sun drinking, eating, and listening to some of my favourite artists throughout the day.",0
814,"Experience in my primary and high school. I usually imagine how I interact with friends, how it could have gone better. Usually the friendship dynamics with my friends and how they shaped me as a person. I usually relate these events to daily life.",0
815,I was in the states with my family and stood by my cousins side for the entire trip. I cried so much when I saw him after so many years. This memory was always something I had thought of.,0
816,"Laying in bed with my girlfriend when we first started seeing each other. I was extremely nervous, but very happy. I mostly remember how I felt in the moment.",0
817,The event was of spending time with someone of importance to me. I had anticipated the event for a long period of time. Several enjoyable hours were spent walking outside and talking. Certain moments of that event pop into my head when I am bored or when I am reminded of certain topics that were discussed during that event.,0
818,A friend who gets along with everyone but doesn't let people in easily suddenly compliments me,0
819,The trip my family and I took during summer vacation to Alberta. My memory consists of the activities we did and the places we went to.,0
